x,y,soilBaseQuality,sunlight,nutrients,pH,organicMatter,compaction,salinity
52,53,0.35,0.85,0.71,0.28,0.12,0.79,0.13
52,54,0.82,0.78,0.45,0.22,0.48,0.63,0.76
52,55,0.59,0.95,0.86,0.53,0.37,0.73,0.15
52,56,0.34,0.87,0.7,0.52,0.31,0.32,0.44
52,57,0.63,0.51,0.78,0.31,0.37,0.92,0.22
52,58,0.55,0.88,0.33,0.27,0.05,0.95,0.2
52,59,0.83,0.79,0.66,0.27,0.09,0.69,0.64
52,60,0.42,0.8,0.62,0.68,0.34,0.7,0.68
52,61,0.8,0.9,0.48,0.55,0.15,0.73,0.65
52,62,0.63,0.74,0.46,0.49,0.35,0.7,0.4
52,63,0.33,0.68,0.65,0.36,0.24,0.53,0.84
52,64,0.88,0.78,0.72,0.42,0.55,0.61,0.35
52,65,0.61,0.58,0.32,0.24,0.57,0.41,0.28
52,66,0.47,0.51,0.64,0.7,0.59,0.54,0.85
52,67,0.58,0.77,0.4,0.58,0.54,0.53,0.83
52,68,0.81,0.54,0.38,0.51,0.59,0.42,0.54
52,69,0.48,0.45,0.67,0.49,0.44,0.79,0.26
52,70,0.42,0.4,0.49,0.45,0.58,0.51,0.28
52,71,0.38,0.76,0.56,0.33,0.4,0.61,0.49
52,72,0.48,0.62,0.52,0.31,0.5,0.32,0.68
52,73,0.77,0.85,0.69,0.47,0.12,0.56,0.16
52,74,0.58,0.63,0.58,0.24,0.43,0.77,0.62
52,75,0.44,0.69,0.88,0.24,0.56,0.53,0.18
52,76,0.4,0.64,0.51,0.48,0.35,0.62,0.73
52,77,0.5,0.79,0.74,0.66,0.15,0.73,0.5
52,78,0.86,0.61,0.45,0.66,0.34,0.49,0.84
52,79,0.51,0.98,0.61,0.21,0.44,0.46,0.66
52,80,0.89,0.96,0.63,0.25,0.47,0.26,0.47
52,81,0.59,0.91,0.5,0.49,0.34,0.64,0.21
52,82,0.41,0.95,0.58,0.62,0.17,0.73,0.51
52,83,0.83,0.67,0.47,0.68,0.56,0.64,0.19
52,84,0.58,0.72,0.3,0.63,0.48,0.41,0.78
52,85,0.73,0.85,0.43,0.54,0.2,0.4,0.27
52,86,0.89,0.82,0.72,0.3,0.5,0.32,0.75
52,87,0.33,0.93,0.76,0.24,0.24,0.24,0.33
52,88,0.36,0.83,0.47,0.22,0.22,0.52,0.27
52,89,0.73,1.0,0.54,0.51,0.52,0.32,0.33
52,90,0.47,0.61,0.32,0.22,0.53,0.72,0.63
52,91,0.41,0.9,0.44,0.57,0.27,0.92,0.49
52,92,0.32,0.82,0.77,0.56,0.05,0.26,0.18
52,93,0.31,0.81,0.66,0.24,0.15,0.87,0.2
52,94,0.76,0.6,0.42,0.65,0.55,0.69,0.38
52,95,0.38,0.87,0.45,0.46,0.54,0.85,0.35
52,96,0.58,0.94,0.79,0.65,0.3,0.32,0.74
52,97,0.66,0.53,0.43,0.65,0.22,0.88,0.53
52,98,0.56,0.78,0.5,0.3,0.22,0.92,0.24
52,99,0.32,0.64,0.7,0.39,0.54,0.88,0.12
53,0,0.77,0.99,0.64,0.27,0.23,0.79,0.18
53,1,0.31,0.69,0.58,0.59,0.33,0.27,0.63
53,2,0.76,0.54,0.84,0.45,0.45,0.37,0.74
53,3,0.84,0.63,0.43,0.66,0.17,0.88,0.69
53,4,0.56,0.79,0.74,0.3,0.19,0.37,0.69
53,5,0.62,0.45,0.4,0.54,0.25,0.46,0.3
53,6,0.59,0.76,0.67,0.69,0.41,0.24,0.84
53,7,0.53,0.96,0.82,0.53,0.5,0.67,0.16
53,8,0.83,0.91,0.57,0.23,0.35,0.62,0.72
53,9,0.84,0.44,0.73,0.49,0.12,0.92,0.17
53,10,0.5,1.0,0.79,0.29,0.3,0.87,0.3
53,11,0.67,0.82,0.38,0.22,0.12,0.58,0.47
53,12,0.86,0.5,0.72,0.37,0.1,0.66,0.14
53,13,0.88,0.41,0.85,0.33,0.37,0.51,0.4
53,14,0.61,0.5,0.65,0.59,0.58,0.3,0.36
53,15,0.57,0.9,0.41,0.39,0.51,0.85,0.59
53,16,0.47,0.41,0.38,0.57,0.48,0.61,0.64
53,17,0.88,0.54,0.46,0.21,0.45,0.52,0.17
53,18,0.39,0.85,0.36,0.21,0.54,0.25,0.13
53,19,0.65,0.75,0.61,0.21,0.46,0.7,0.68
53,20,0.47,0.87,0.34,0.31,0.39,0.5,0.5
53,21,0.47,0.85,0.43,0.39,0.25,0.39,0.5
53,22,0.54,0.43,0.56,0.5,0.11,0.86,0.84
53,23,0.9,0.94,0.58,0.69,0.3,0.34,0.43
53,24,0.33,0.54,0.64,0.38,0.56,0.59,0.25
53,25,0.65,0.73,0.72,0.23,0.37,0.8,0.61
53,26,0.35,0.79,0.33,0.3,0.15,0.84,0.71
53,27,0.39,0.5,0.35,0.65,0.41,0.81,0.48
53,28,0.56,0.99,0.34,0.55,0.31,0.87,0.62
53,29,0.61,0.69,0.55,0.6,0.56,0.31,0.49
53,30,0.46,0.43,0.33,0.26,0.14,0.91,0.41
53,31,0.49,0.96,0.75,0.27,0.44,0.21,0.13
53,32,0.35,0.75,0.43,0.26,0.42,0.39,0.23
53,33,0.48,0.82,0.86,0.63,0.59,0.26,0.46
53,34,0.88,0.72,0.59,0.3,0.36,0.91,0.4
53,35,0.87,0.9,0.57,0.52,0.53,0.52,0.73
53,36,0.5,0.42,0.77,0.46,0.06,0.44,0.18
53,37,0.64,0.56,0.73,0.47,0.12,0.33,0.14
53,38,0.85,0.68,0.66,0.3,0.24,0.32,0.17
53,39,0.3,0.45,0.86,0.52,0.39,0.66,0.61
53,40,0.79,0.82,0.55,0.22,0.3,0.24,0.55
53,41,0.87,0.64,0.79,0.7,0.16,0.65,0.57
53,42,0.35,0.56,0.53,0.21,0.37,0.78,0.22
53,43,0.4,0.4,0.8,0.23,0.36,0.65,0.49
53,44,0.88,0.83,0.46,0.36,0.34,0.82,0.68
53,45,0.62,0.9,0.47,0.62,0.1,0.4,0.61
53,46,0.31,0.64,0.71,0.33,0.56,0.26,0.43
53,47,0.45,0.74,0.43,0.44,0.38,0.74,0.18
53,48,0.57,0.54,0.44,0.21,0.2,0.82,0.75
53,49,0.72,0.77,0.48,0.24,0.43,0.58,0.49
53,50,0.74,0.41,0.71,0.5,0.22,0.82,0.77
53,51,0.9,0.69,0.83,0.3,0.33,0.54,0.43
53,52,0.47,0.79,0.7,0.55,0.24,0.35,0.28
53,53,0.62,0.95,0.8,0.59,0.53,0.56,0.33
53,54,0.62,0.63,0.63,0.63,0.6,0.36,0.41
53,55,0.54,0.86,0.34,0.27,0.14,0.55,0.56
53,56,0.4,0.76,0.36,0.43,0.06,0.31,0.68
53,57,0.89,0.96,0.63,0.67,0.17,0.34,0.28
53,58,0.81,0.64,0.5,0.59,0.37,0.86,0.24
53,59,0.6,0.59,0.43,0.26,0.15,0.29,0.25
53,60,0.66,0.93,0.58,0.45,0.5,0.37,0.8
53,61,0.44,0.43,0.7,0.66,0.27,0.95,0.22
53,62,0.63,0.48,0.53,0.42,0.39,0.63,0.36
53,63,0.72,0.45,0.78,0.62,0.3,0.64,0.46
53,64,0.61,0.91,0.74,0.45,0.55,0.83,0.52
53,65,0.89,0.41,0.74,0.25,0.07,0.59,0.74
53,66,0.67,0.92,0.89,0.27,0.45,0.37,0.18
53,67,0.52,0.67,0.48,0.22,0.41,0.52,0.18
53,68,0.76,0.4,0.69,0.3,0.41,0.77,0.34
53,69,0.4,0.64,0.81,0.65,0.28,0.85,0.41
53,70,0.53,0.51,0.65,0.53,0.06,0.4,0.38
53,71,0.51,0.77,0.77,0.57,0.43,0.4,0.39
53,72,0.56,0.81,0.55,0.51,0.51,0.45,0.74
53,73,0.77,0.69,0.65,0.39,0.1,0.65,0.73
53,74,0.59,0.42,0.33,0.31,0.29,0.41,0.7
53,75,0.78,0.79,0.89,0.66,0.14,0.87,0.67
53,76,0.65,0.91,0.78,0.46,0.39,0.93,0.13
53,77,0.51,0.83,0.82,0.44,0.48,0.71,0.21
53,78,0.79,0.9,0.72,0.7,0.42,0.93,0.65
53,79,0.44,0.52,0.41,0.39,0.22,0.42,0.55
53,80,0.43,0.93,0.32,0.63,0.13,0.81,0.61
53,81,0.6,0.59,0.82,0.63,0.49,0.71,0.64
53,82,0.46,0.41,0.54,0.32,0.23,0.4,0.78
53,83,0.31,0.91,0.46,0.25,0.06,0.44,0.58
53,84,0.69,0.97,0.64,0.69,0.36,0.57,0.31
53,85,0.61,0.79,0.55,0.41,0.19,0.79,0.16
53,86,0.57,0.54,0.69,0.2,0.51,0.85,0.42
53,87,0.88,0.55,0.59,0.45,0.13,0.68,0.63
53,88,0.64,0.68,0.72,0.51,0.29,0.74,0.31
53,89,0.82,0.94,0.81,0.59,0.19,0.4,0.19
53,90,0.38,0.49,0.42,0.67,0.43,0.76,0.85
53,91,0.64,0.9,0.5,0.66,0.35,0.65,0.41
53,92,0.82,0.57,0.56,0.67,0.49,0.37,0.26
53,93,0.65,0.89,0.88,0.22,0.3,0.91,0.22
53,94,0.73,0.95,0.52,0.56,0.05,0.58,0.75
53,95,0.52,0.66,0.53,0.31,0.17,0.8,0.71
53,96,0.36,0.62,0.69,0.29,0.6,0.59,0.56
53,97,0.57,0.88,0.55,0.6,0.27,0.9,0.51
53,98,0.54,0.72,0.87,0.41,0.39,0.31,0.81
53,99,0.82,0.81,0.84,0.66,0.55,0.61,0.27
54,0,0.45,0.77,0.61,0.22,0.06,0.22,0.41
54,1,0.88,0.49,0.69,0.6,0.41,0.35,0.12
54,2,0.87,0.91,0.33,0.27,0.21,0.41,0.41
54,3,0.45,0.52,0.72,0.29,0.2,0.55,0.39
54,4,0.51,0.96,0.72,0.44,0.17,0.82,0.81
54,5,0.84,0.55,0.52,0.4,0.5,0.55,0.37
54,6,0.88,0.84,0.43,0.44,0.26,0.62,0.73
54,7,0.57,0.57,0.85,0.67,0.09,0.89,0.67
54,8,0.49,0.59,0.56,0.53,0.1,0.77,0.21
54,9,0.62,0.59,0.69,0.35,0.13,0.24,0.82
54,10,0.71,0.85,0.32,0.29,0.54,0.33,0.57
54,11,0.46,0.73,0.55,0.41,0.29,0.23,0.55
54,12,0.74,0.93,0.79,0.43,0.55,0.25,0.11
54,13,0.33,0.58,0.53,0.5,0.5,0.45,0.62
54,14,0.33,0.82,0.66,0.33,0.51,0.75,0.14
54,15,0.53,0.85,0.43,0.58,0.21,0.38,0.24
54,16,0.51,0.49,0.55,0.25,0.2,0.49,0.17
54,17,0.49,0.64,0.86,0.48,0.36,0.5,0.38
54,18,0.59,0.69,0.64,0.51,0.28,0.64,0.7
54,19,0.49,0.61,0.84,0.3,0.33,0.87,0.63
54,20,0.42,0.59,0.84,0.61,0.08,0.94,0.18
54,21,0.49,0.81,0.87,0.51,0.58,0.65,0.7
54,22,0.88,0.53,0.84,0.52,0.08,0.58,0.45
54,23,0.55,0.83,0.3,0.45,0.15,0.71,0.12
54,24,0.57,0.96,0.86,0.65,0.42,0.7,0.27
54,25,0.65,0.74,0.38,0.55,0.14,0.59,0.69
54,26,0.89,0.77,0.32,0.39,0.11,0.75,0.65
54,27,0.44,0.44,0.33,0.32,0.13,0.57,0.24
54,28,0.71,0.92,0.51,0.24,0.08,0.95,0.13
54,29,0.73,0.57,0.67,0.28,0.19,0.24,0.32
54,30,0.66,0.77,0.54,0.7,0.2,0.53,0.7
54,31,0.35,0.99,0.32,0.4,0.32,0.5,0.8
54,32,0.71,0.76,0.59,0.65,0.29,0.78,0.53
54,33,0.34,0.83,0.57,0.29,0.31,0.34,0.17
54,34,0.66,0.67,0.75,0.41,0.39,0.53,0.48
54,35,0.74,0.44,0.47,0.68,0.18,0.72,0.85
54,36,0.43,0.88,0.43,0.25,0.12,0.65,0.8
54,37,0.8,0.42,0.45,0.5,0.53,0.61,0.84
54,38,0.32,0.82,0.48,0.66,0.4,0.53,0.62
54,39,0.81,0.41,0.66,0.67,0.08,0.76,0.42
54,40,0.58,0.92,0.58,0.62,0.58,0.68,0.77
54,41,0.43,0.49,0.5,0.63,0.43,0.86,0.77
54,42,0.38,0.71,0.52,0.53,0.13,0.75,0.21
54,43,0.87,0.76,0.52,0.31,0.58,0.31,0.68
54,44,0.34,0.67,0.88,0.57,0.25,0.66,0.79
54,45,0.42,0.6,0.44,0.69,0.59,0.23,0.77
54,46,0.51,0.68,0.79,0.46,0.11,0.49,0.63
54,47,0.67,0.59,0.72,0.33,0.14,0.51,0.5
54,48,0.63,0.66,0.3,0.49,0.41,0.84,0.68
54,49,0.38,0.62,0.9,0.55,0.06,0.34,0.49
54,50,0.47,0.74,0.75,0.3,0.06,0.68,0.34
54,51,0.44,0.54,0.71,0.56,0.49,0.34,0.29
54,52,0.43,0.99,0.54,0.49,0.14,0.91,0.51
54,53,0.55,0.7,0.63,0.51,0.56,0.6,0.44
54,54,0.72,0.52,0.45,0.35,0.28,0.73,0.49
54,55,0.43,0.69,0.32,0.28,0.53,0.68,0.3
54,56,0.52,0.92,0.8,0.51,0.28,0.43,0.54
54,57,0.53,0.41,0.84,0.49,0.34,0.88,0.6
54,58,0.89,0.81,0.4,0.37,0.22,0.67,0.71
54,59,0.87,0.73,0.77,0.35,0.41,0.58,0.54
54,60,0.78,0.5,0.74,0.37,0.23,0.6,0.67
54,61,0.44,0.89,0.41,0.44,0.17,0.87,0.23
54,62,0.34,0.62,0.55,0.69,0.09,0.24,0.19
54,63,0.49,0.58,0.55,0.58,0.08,0.49,0.23
54,64,0.46,0.9,0.76,0.63,0.22,0.83,0.73
54,65,0.6,0.78,0.8,0.45,0.46,0.23,0.52
54,66,0.77,0.94,0.36,0.46,0.16,0.68,0.44
54,67,0.81,0.78,0.64,0.3,0.21,0.5,0.67
54,68,0.81,0.84,0.76,0.56,0.55,0.35,0.19
54,69,0.52,0.9,0.77,0.41,0.4,0.66,0.1
54,70,0.71,0.43,0.39,0.57,0.56,0.82,0.33
54,71,0.49,0.87,0.62,0.4,0.55,0.55,0.29
54,72,0.34,0.77,0.81,0.25,0.08,0.31,0.33
54,73,0.72,0.44,0.49,0.29,0.58,0.43,0.83
54,74,0.31,0.71,0.56,0.61,0.08,0.94,0.53
54,75,0.55,0.45,0.78,0.33,0.56,0.28,0.54
54,76,0.5,0.84,0.35,0.33,0.35,0.32,0.59
54,77,0.72,0.73,0.82,0.66,0.34,0.94,0.4
54,78,0.76,0.97,0.49,0.53,0.44,0.86,0.83
54,79,0.48,0.51,0.3,0.26,0.53,0.73,0.83
54,80,0.79,0.76,0.44,0.27,0.39,0.31,0.68
54,81,0.48,0.53,0.35,0.34,0.28,0.38,0.26
54,82,0.57,0.77,0.36,0.5,0.11,0.34,0.76
54,83,0.74,0.83,0.72,0.58,0.48,0.67,0.18
54,84,0.72,0.83,0.43,0.34,0.12,0.5,0.57
54,85,0.89,0.89,0.86,0.64,0.45,0.24,0.44
54,86,0.44,0.91,0.61,0.25,0.34,0.42,0.13
54,87,0.7,0.45,0.58,0.3,0.26,0.85,0.78
54,88,0.67,0.61,0.56,0.69,0.39,0.8,0.82
54,89,0.85,0.81,0.72,0.27,0.47,0.68,0.78
54,90,0.39,0.7,0.57,0.64,0.57,0.26,0.24
54,91,0.75,0.51,0.38,0.55,0.2,0.86,0.35
54,92,0.64,0.73,0.83,0.24,0.57,0.6,0.82
54,93,0.46,0.64,0.56,0.44,0.58,0.57,0.18
54,94,0.58,0.63,0.34,0.46,0.5,0.9,0.54
54,95,0.5,0.89,0.62,0.67,0.53,0.21,0.46
54,96,0.65,0.64,0.69,0.41,0.43,0.62,0.21
54,97,0.83,0.42,0.47,0.42,0.07,0.79,0.76
54,98,0.64,0.43,0.78,0.26,0.37,0.25,0.2
54,99,0.68,0.91,0.7,0.52,0.46,0.47,0.54
55,0,0.61,0.98,0.69,0.31,0.57,0.93,0.34
55,1,0.33,0.81,0.55,0.24,0.36,0.36,0.41
55,2,0.44,0.62,0.88,0.7,0.49,0.6,0.26
55,3,0.6,0.96,0.46,0.33,0.44,0.76,0.57
55,4,0.49,0.8,0.65,0.27,0.2,0.49,0.84
55,5,0.41,0.91,0.49,0.55,0.14,0.51,0.73
55,6,0.6,0.86,0.75,0.61,0.46,0.25,0.61
55,7,0.49,0.63,0.33,0.23,0.18,0.34,0.67
55,8,0.45,0.69,0.33,0.25,0.18,0.86,0.73
55,9,0.58,0.51,0.79,0.25,0.4,0.81,0.45
55,10,0.38,0.58,0.56,0.22,0.48,0.43,0.53
55,11,0.86,0.87,0.5,0.53,0.37,0.49,0.77
55,12,0.82,0.94,0.66,0.49,0.54,0.53,0.62
55,13,0.72,0.83,0.72,0.53,0.17,0.46,0.2
55,14,0.36,0.68,0.42,0.45,0.19,0.69,0.68
55,15,0.77,0.45,0.41,0.61,0.4,0.21,0.12
55,16,0.78,0.43,0.87,0.47,0.51,0.86,0.74
55,17,0.76,0.62,0.65,0.66,0.35,0.43,0.69
55,18,0.37,0.68,0.53,0.44,0.06,0.85,0.72
55,19,0.69,0.77,0.78,0.6,0.42,0.54,0.12
55,20,0.8,0.4,0.62,0.4,0.5,0.78,0.83
55,21,0.65,0.99,0.44,0.42,0.2,0.82,0.56
55,22,0.69,0.62,0.42,0.62,0.08,0.43,0.7
55,23,0.58,0.91,0.54,0.25,0.33,0.68,0.52
55,24,0.62,0.72,0.82,0.48,0.07,0.66,0.35
55,25,0.32,0.48,0.34,0.56,0.28,0.56,0.32
55,26,0.68,0.88,0.43,0.58,0.06,0.55,0.15
55,27,0.35,0.83,0.84,0.5,0.17,0.43,0.51
55,28,0.56,0.72,0.37,0.42,0.26,0.43,0.21
55,29,0.48,0.71,0.68,0.33,0.11,0.61,0.53
55,30,0.63,0.45,0.43,0.65,0.11,0.22,0.57
55,31,0.38,0.79,0.66,0.38,0.5,0.9,0.43
55,32,0.71,0.95,0.53,0.6,0.07,0.69,0.22
55,33,0.78,0.46,0.36,0.22,0.43,0.53,0.42
55,34,0.4,0.56,0.65,0.32,0.5,0.25,0.76
55,35,0.36,0.94,0.71,0.37,0.12,0.67,0.44
55,36,0.39,0.57,0.71,0.54,0.16,0.21,0.36
55,37,0.83,0.79,0.68,0.36,0.4,0.71,0.57
55,38,0.62,0.72,0.6,0.22,0.22,0.25,0.56
55,39,0.58,0.76,0.61,0.29,0.31,0.69,0.17
55,40,0.36,0.65,0.68,0.33,0.51,0.5,0.28
55,41,0.69,0.58,0.71,0.29,0.13,0.7,0.47
55,42,0.82,0.43,0.69,0.3,0.39,0.3,0.37
55,43,0.8,0.85,0.65,0.58,0.57,0.29,0.34
55,44,0.68,0.85,0.39,0.41,0.08,0.39,0.43
55,45,0.35,0.8,0.43,0.4,0.08,0.51,0.32
55,46,0.37,0.79,0.46,0.68,0.36,0.39,0.36
55,47,0.33,0.55,0.85,0.42,0.58,0.26,0.68
55,48,0.45,0.41,0.76,0.66,0.17,0.44,0.48
55,49,0.38,0.89,0.63,0.35,0.23,0.73,0.75
55,50,0.46,0.69,0.45,0.4,0.1,0.64,0.81
55,51,0.53,0.58,0.37,0.4,0.25,0.92,0.79
55,52,0.87,0.46,0.84,0.47,0.07,0.53,0.29
55,53,0.67,0.44,0.84,0.49,0.26,0.45,0.45
55,54,0.8,0.61,0.37,0.32,0.36,0.72,0.5
55,55,0.73,0.88,0.78,0.6,0.59,0.51,0.74
55,56,0.37,0.95,0.57,0.45,0.5,0.66,0.52
55,57,0.74,0.94,0.49,0.2,0.5,0.91,0.29
55,58,0.47,0.95,0.74,0.5,0.18,0.57,0.51
55,59,0.68,0.94,0.67,0.6,0.1,0.57,0.13
55,60,0.5,0.72,0.77,0.33,0.38,0.78,0.73
55,61,0.9,0.53,0.34,0.22,0.34,0.77,0.52
55,62,0.46,0.88,0.49,0.6,0.33,0.59,0.59
55,63,0.47,0.53,0.49,0.69,0.11,0.25,0.25
55,64,0.86,0.56,0.5,0.24,0.32,0.94,0.52
55,65,0.31,0.54,0.6,0.67,0.13,0.48,0.5
55,66,0.72,0.71,0.47,0.38,0.28,0.44,0.56
55,67,0.74,0.59,0.57,0.67,0.08,0.94,0.74
55,68,0.8,0.49,0.52,0.52,0.52,0.85,0.67
55,69,0.88,0.67,0.74,0.65,0.06,0.45,0.51
55,70,0.89,0.92,0.66,0.59,0.57,0.43,0.77
55,71,0.34,0.74,0.69,0.21,0.52,0.74,0.37
55,72,0.79,0.93,0.43,0.23,0.46,0.45,0.47
55,73,0.69,0.52,0.5,0.46,0.59,0.39,0.59
55,74,0.69,0.5,0.31,0.26,0.08,0.93,0.43
55,75,0.38,0.75,0.37,0.43,0.4,0.62,0.37
55,76,0.69,0.68,0.46,0.68,0.52,0.77,0.18
55,77,0.89,0.8,0.34,0.35,0.12,0.73,0.58
55,78,0.85,0.88,0.66,0.44,0.37,0.77,0.24
55,79,0.56,0.85,0.9,0.39,0.27,0.88,0.2
55,80,0.32,0.97,0.36,0.51,0.29,0.58,0.24
55,81,0.52,0.64,0.79,0.3,0.55,0.77,0.62
55,82,0.8,0.52,0.37,0.33,0.35,0.8,0.2
55,83,0.72,0.73,0.7,0.63,0.1,0.91,0.83
55,84,0.58,0.47,0.69,0.61,0.57,0.73,0.67
55,85,0.33,0.57,0.84,0.59,0.15,0.87,0.39
55,86,0.56,0.52,0.37,0.59,0.54,0.27,0.54
55,87,0.58,0.64,0.49,0.43,0.58,0.29,0.11
55,88,0.86,0.47,0.35,0.56,0.53,0.32,0.73
55,89,0.68,0.42,0.54,0.39,0.42,0.31,0.3
55,90,0.49,0.79,0.85,0.25,0.46,0.27,0.15
55,91,0.62,0.77,0.77,0.4,0.43,0.29,0.67
55,92,0.34,0.83,0.73,0.28,0.3,0.95,0.35
55,93,0.88,0.8,0.62,0.4,0.2,0.4,0.53
55,94,0.52,0.47,0.83,0.35,0.21,0.56,0.73
55,95,0.59,0.57,0.57,0.5,0.45,0.82,0.68
55,96,0.51,0.48,0.39,0.38,0.39,0.29,0.35
55,97,0.71,0.91,0.8,0.55,0.37,0.44,0.75
55,98,0.7,0.85,0.47,0.46,0.41,0.32,0.39
55,99,0.73,0.52,0.33,0.66,0.48,0.25,0.48
56,0,0.46,0.6,0.38,0.25,0.46,0.92,0.56
56,1,0.49,0.98,0.67,0.54,0.11,0.84,0.15
56,2,0.38,0.76,0.66,0.54,0.25,0.86,0.55
56,3,0.69,0.88,0.46,0.68,0.2,0.85,0.53
56,4,0.32,0.56,0.74,0.39,0.35,0.32,0.76
56,5,0.66,0.53,0.76,0.35,0.08,0.79,0.37
56,6,0.82,0.87,0.85,0.29,0.47,0.75,0.28
56,7,0.83,0.81,0.65,0.33,0.11,0.89,0.46
56,8,0.57,0.81,0.77,0.45,0.2,0.36,0.62
56,9,0.58,0.73,0.75,0.62,0.48,0.51,0.52
56,10,0.35,0.74,0.45,0.34,0.08,0.42,0.2
56,11,0.7,0.84,0.49,0.28,0.41,0.39,0.36
56,12,0.79,0.56,0.59,0.34,0.56,0.69,0.15
56,13,0.45,0.61,0.31,0.25,0.39,0.32,0.65
56,14,0.55,0.92,0.48,0.66,0.44,0.55,0.76
56,15,0.8,0.59,0.58,0.64,0.49,0.68,0.13
56,16,0.83,0.73,0.36,0.35,0.17,0.3,0.49
56,17,0.45,0.82,0.38,0.32,0.37,0.39,0.52
56,18,0.63,1.0,0.58,0.65,0.22,0.93,0.43
56,19,0.42,0.66,0.74,0.2,0.19,0.8,0.48
56,20,0.36,0.66,0.8,0.5,0.16,0.71,0.63
56,21,0.85,0.91,0.63,0.66,0.37,0.84,0.46
56,22,0.79,0.88,0.58,0.45,0.49,0.21,0.79
56,23,0.76,0.84,0.53,0.2,0.53,0.2,0.51
56,24,0.33,0.68,0.42,0.31,0.29,0.32,0.15
56,25,0.81,0.59,0.39,0.66,0.26,0.57,0.81
56,26,0.56,0.77,0.78,0.21,0.43,0.63,0.21
56,27,0.51,0.93,0.58,0.4,0.48,0.29,0.69
56,28,0.63,0.93,0.77,0.59,0.19,0.25,0.5
56,29,0.35,0.47,0.72,0.62,0.21,0.82,0.66
56,30,0.75,0.66,0.42,0.44,0.34,0.55,0.49
56,31,0.65,0.68,0.61,0.32,0.29,0.94,0.14
56,32,0.41,0.99,0.57,0.5,0.44,0.37,0.38
56,33,0.41,0.81,0.55,0.33,0.33,0.69,0.57
56,34,0.41,0.64,0.63,0.33,0.11,0.8,0.57
56,35,0.33,0.42,0.89,0.6,0.14,0.85,0.83
56,36,0.65,0.74,0.79,0.28,0.55,0.43,0.55
56,37,0.8,0.46,0.84,0.2,0.18,0.34,0.31
56,38,0.31,0.9,0.32,0.37,0.08,0.37,0.13
56,39,0.33,0.85,0.38,0.45,0.45,0.7,0.69
56,40,0.64,0.68,0.35,0.55,0.43,0.59,0.77
56,41,0.79,0.66,0.46,0.59,0.38,0.65,0.56
56,42,0.5,0.94,0.57,0.53,0.33,0.22,0.46
56,43,0.51,0.57,0.69,0.51,0.58,0.49,0.75
56,44,0.66,0.55,0.6,0.53,0.12,0.43,0.28
56,45,0.46,0.96,0.84,0.34,0.33,0.85,0.4
56,46,0.32,0.89,0.86,0.39,0.36,0.78,0.48
56,47,0.74,0.89,0.4,0.51,0.06,0.52,0.14
56,48,0.68,0.52,0.81,0.23,0.28,0.67,0.62
56,49,0.65,0.49,0.59,0.35,0.48,0.24,0.24
56,50,0.75,0.42,0.57,0.4,0.31,0.68,0.35
56,51,0.71,0.54,0.77,0.47,0.53,0.27,0.41
56,52,0.42,0.86,0.36,0.44,0.4,0.74,0.58
56,53,0.51,0.54,0.83,0.56,0.47,0.63,0.15
56,54,0.38,0.84,0.7,0.44,0.49,0.43,0.36
56,55,0.38,0.55,0.83,0.65,0.43,0.48,0.31
56,56,0.71,0.64,0.9,0.39,0.46,0.27,0.1
56,57,0.82,0.99,0.61,0.46,0.43,0.44,0.62
56,58,0.88,0.55,0.36,0.2,0.35,0.93,0.28
56,59,0.68,0.63,0.4,0.36,0.36,0.56,0.22
56,60,0.41,0.58,0.49,0.63,0.15,0.56,0.7
56,61,0.36,0.47,0.36,0.37,0.51,0.67,0.13
56,62,0.79,0.69,0.79,0.33,0.22,0.56,0.78
56,63,0.65,0.63,0.48,0.47,0.34,0.47,0.62
56,64,0.67,0.82,0.89,0.24,0.19,0.3,0.23
56,65,0.77,0.89,0.72,0.47,0.43,0.67,0.36
56,66,0.72,0.73,0.4,0.35,0.59,0.76,0.81
56,67,0.8,0.42,0.59,0.39,0.49,0.89,0.56
56,68,0.33,0.77,0.58,0.6,0.39,0.2,0.56
56,69,0.75,0.43,0.6,0.53,0.36,0.25,0.59
56,70,0.81,0.77,0.62,0.42,0.32,0.87,0.45
56,71,0.47,0.81,0.32,0.49,0.16,0.67,0.23
56,72,0.68,0.52,0.71,0.58,0.24,0.92,0.21
56,73,0.49,0.89,0.59,0.57,0.27,0.52,0.62
56,74,0.87,0.95,0.77,0.29,0.57,0.51,0.76
56,75,0.32,0.89,0.79,0.35,0.28,0.46,0.33
56,76,0.65,0.58,0.44,0.37,0.37,0.31,0.48
56,77,0.4,0.75,0.33,0.29,0.56,0.48,0.84
56,78,0.73,0.95,0.72,0.21,0.34,0.21,0.29
56,79,0.41,0.59,0.89,0.29,0.19,0.58,0.39
56,80,0.44,0.89,0.57,0.6,0.26,0.84,0.37
56,81,0.6,0.41,0.46,0.47,0.26,0.44,0.12
56,82,0.85,0.4,0.39,0.37,0.44,0.27,0.48
56,83,0.43,0.86,0.47,0.5,0.21,0.93,0.26
56,84,0.39,0.86,0.5,0.57,0.45,0.3,0.2
56,85,0.76,0.87,0.55,0.38,0.54,0.6,0.63
56,86,0.6,0.96,0.69,0.43,0.23,0.81,0.67
56,87,0.85,0.47,0.46,0.23,0.12,0.39,0.77
56,88,0.39,0.54,0.33,0.5,0.4,0.83,0.8
