LandIndex,TileX,TileY,CropName,Growth,TimeToMature,SoilQuality
4462,44,61,Wheat,0.69,61.3,0.47
4463,44,62,Wheat,0.54,73.3,0.56
4464,44,63,Barley,0.6,84.5,0.34
4465,44,64,Wheat,0.86,68.6,0.58
4466,44,65,Barley,0.99,78.1,0.88
4467,44,66,Barley,0.92,87.7,0.33
4468,44,67,Wheat,0.9,83.7,0.39
4469,44,68,Wheat,0.51,84.9,0.68
4470,44,69,Rice,0.87,73.1,0.72
4471,44,70,Rice,0.91,62.5,0.59
4472,44,71,Rice,0.66,74.6,0.85
4473,44,72,Soy,1.0,62.2,0.59
4474,44,73,Corn,0.52,74.9,0.37
4475,44,74,Rice,0.7,74.9,0.59
4476,44,75,Rice,0.61,84.5,0.61
4477,44,76,Barley,0.99,76.4,0.56
4478,44,77,Corn,0.84,63.0,0.85
4479,44,78,Wheat,0.71,73.7,0.59
4480,44,79,Soy,0.99,82.0,0.72
4481,44,80,Wheat,0.53,63.1,0.61
4482,44,81,Barley,0.61,74.7,0.74
4483,44,82,Soy,0.71,75.1,0.37
4484,44,83,Rice,0.56,87.9,0.87
4485,44,84,Corn,1.0,83.3,0.67
4486,44,85,Corn,0.79,67.3,0.48
4487,44,86,Rice,0.58,84.2,0.44
4488,44,87,Wheat,0.62,72.9,0.74
4489,44,88,Wheat,0.7,75.0,0.46
4490,44,89,Rice,0.86,71.1,0.57
4491,44,90,Rice,0.65,62.7,0.67
4492,44,91,Corn,0.65,89.7,0.81
4493,44,92,Wheat,0.81,62.6,0.8
4494,44,93,Soy,0.52,62.5,0.7
4495,44,94,Soy,0.86,63.6,0.46
4496,44,95,Barley,0.77,68.3,0.4
4497,44,96,Barley,0.72,76.4,0.63
4498,44,97,Barley,0.7,83.2,0.83
4499,44,98,Wheat,0.61,82.9,0.54
4500,44,99,Soy,0.62,75.1,0.74
4501,45,0,Wheat,0.75,85.4,0.8
4502,45,1,Rice,0.6,60.6,0.46
4503,45,2,Corn,0.78,61.2,0.88
4504,45,3,Barley,0.82,79.4,0.45
4505,45,4,Rice,0.73,73.9,0.65
4506,45,5,Rice,0.55,75.1,0.7
4507,45,6,Corn,0.97,66.5,0.63
4508,45,7,Soy,0.92,85.1,0.67
4509,45,8,Soy,0.98,75.1,0.43
4510,45,9,Rice,0.68,66.3,0.39
4511,45,10,Corn,0.52,64.2,0.31
4512,45,11,Soy,0.72,89.9,0.67
4513,45,12,Barley,0.73,81.8,0.85
4514,45,13,Wheat,0.85,76.0,0.71
4515,45,14,Corn,0.87,77.0,0.69
4516,45,15,Rice,0.71,63.3,0.62
4517,45,16,Wheat,0.99,81.6,0.67
4518,45,17,Soy,0.56,87.6,0.73
4519,45,18,Soy,0.95,86.9,0.39
4520,45,19,Corn,0.88,83.6,0.74
4521,45,20,Wheat,0.77,79.6,0.39
4522,45,21,Soy,0.88,68.0,0.48
4523,45,22,Corn,0.88,70.3,0.5
4524,45,23,Wheat,0.58,85.0,0.47
4525,45,24,Rice,0.77,81.5,0.61
4526,45,25,Rice,0.74,89.7,0.63
4527,45,26,Soy,0.75,62.6,0.79
4528,45,27,Corn,0.58,70.4,0.65
4529,45,28,Barley,0.69,86.4,0.9
4530,45,29,Soy,0.76,60.8,0.72
4531,45,30,Barley,0.84,70.1,0.74
4532,45,31,Wheat,0.71,89.2,0.9
4533,45,32,Corn,0.82,76.4,0.44
4534,45,33,Soy,0.81,69.2,0.69
4535,45,34,Rice,0.91,87.9,0.83
4536,45,35,Wheat,0.71,70.4,0.88
4537,45,36,Wheat,0.94,64.0,0.57
4538,45,37,Wheat,0.51,77.4,0.56
4539,45,38,Barley,0.95,81.4,0.36
4540,45,39,Barley,0.98,62.4,0.84
4541,45,40,Wheat,0.71,78.7,0.86
4542,45,41,Soy,0.97,71.2,0.83
4543,45,42,Barley,0.93,63.7,0.44
4544,45,43,Corn,0.53,79.1,0.48
4545,45,44,Rice,0.83,68.1,0.87
4546,45,45,Soy,0.96,65.1,0.67
4547,45,46,Corn,0.6,62.8,0.68
4548,45,47,Barley,0.96,72.0,0.55
4549,45,48,Rice,0.6,78.6,0.67
4550,45,49,Wheat,0.82,89.3,0.4
4551,45,50,Rice,0.69,70.1,0.87
4552,45,51,Wheat,0.77,78.4,0.87
4553,45,52,Corn,0.64,63.5,0.81
4554,45,53,Corn,0.7,88.1,0.45
4555,45,54,Soy,0.75,82.2,0.83
4556,45,55,Corn,0.75,81.3,0.72
4557,45,56,Barley,1.0,76.4,0.45
4558,45,57,Barley,0.93,76.9,0.8
4559,45,58,Rice,0.57,73.4,0.35
4560,45,59,Wheat,0.98,61.4,0.73
4561,45,60,Rice,0.78,62.1,0.9
4562,45,61,Soy,0.8,65.8,0.56
4563,45,62,Soy,0.64,65.6,0.67
4564,45,63,Barley,0.65,61.7,0.43
4565,45,64,Soy,0.57,74.9,0.58
4566,45,65,Barley,0.91,75.3,0.36
4567,45,66,Wheat,0.74,78.0,0.72
4568,45,67,Rice,0.55,83.6,0.76
4569,45,68,Soy,0.72,88.1,0.65
4570,45,69,Wheat,0.67,88.4,0.74
4571,45,70,Soy,0.85,87.0,0.71
4572,45,71,Corn,0.59,82.2,0.85
4573,45,72,Soy,0.97,80.1,0.59
4574,45,73,Wheat,0.89,63.5,0.62
4575,45,74,Soy,0.7,79.7,0.52
4576,45,75,Corn,0.59,64.7,0.51
4577,45,76,Soy,0.88,82.4,0.79
4578,45,77,Wheat,0.56,64.9,0.86
4579,45,78,Barley,0.54,80.4,0.49
4580,45,79,Wheat,0.84,62.2,0.55
4581,45,80,Barley,0.6,69.4,0.51
4582,45,81,Barley,0.82,71.2,0.81
4583,45,82,Rice,0.68,69.4,0.87
4584,45,83,Wheat,0.55,69.3,0.84
4585,45,84,Rice,0.81,76.0,0.31
4586,45,85,Barley,0.82,84.7,0.4
4587,45,86,Soy,0.77,86.2,0.84
4588,45,87,Barley,0.67,62.2,0.62
4589,45,88,Wheat,0.96,65.8,0.53
4590,45,89,Wheat,0.84,69.3,0.54
4591,45,90,Wheat,0.78,80.5,0.79
4592,45,91,Wheat,0.74,72.1,0.79
4593,45,92,Soy,0.92,74.3,0.8
4594,45,93,Rice,0.98,83.5,0.81
4595,45,94,Corn,0.78,79.3,0.34
4596,45,95,Rice,0.52,77.6,0.75
4597,45,96,Barley,0.75,77.4,0.67
4598,45,97,Wheat,0.82,66.0,0.45
4599,45,98,Wheat,0.91,63.3,0.66
4600,45,99,Corn,0.66,69.8,0.71
4601,46,0,Rice,0.84,83.1,0.64
4602,46,1,Barley,0.52,85.6,0.51
4603,46,2,Wheat,0.68,83.9,0.45
4604,46,3,Corn,0.65,64.7,0.35
4605,46,4,Corn,0.54,87.6,0.33
4606,46,5,Barley,0.85,71.6,0.51
4607,46,6,Corn,0.68,85.1,0.44
4608,46,7,Corn,0.61,78.8,0.6
4609,46,8,Rice,0.57,83.8,0.64
4610,46,9,Wheat,0.95,60.9,0.53
4611,46,10,Rice,0.57,73.0,0.53
4612,46,11,Corn,0.93,78.2,0.75
4613,46,12,Soy,0.76,71.1,0.3
4614,46,13,Barley,0.52,83.7,0.9
4615,46,14,Corn,0.98,81.7,0.56
4616,46,15,Corn,0.78,71.7,0.65
4617,46,16,Rice,0.66,73.2,0.45
4618,46,17,Barley,0.63,74.7,0.43
4619,46,18,Wheat,0.66,76.4,0.7
4620,46,19,Barley,0.61,68.9,0.88
4621,46,20,Corn,0.62,66.9,0.85
4622,46,21,Rice,0.69,63.4,0.86
4623,46,22,Soy,0.76,64.2,0.6
4624,46,23,Corn,0.86,74.0,0.52
4625,46,24,Barley,0.65,79.9,0.76
4626,46,25,Barley,0.57,80.0,0.63
4627,46,26,Soy,0.51,73.7,0.79
4628,46,27,Barley,0.69,78.6,0.72
4629,46,28,Barley,0.9,88.8,0.52
4630,46,29,Rice,0.66,89.5,0.34
4631,46,30,Barley,0.61,85.3,0.48
4632,46,31,Wheat,0.96,87.4,0.8
4633,46,32,Soy,0.83,64.1,0.58
4634,46,33,Corn,0.99,68.4,0.79
4635,46,34,Soy,0.78,88.6,0.72
4636,46,35,Corn,0.77,63.9,0.49
4637,46,36,Rice,0.99,86.2,0.56
4638,46,37,Barley,0.81,73.2,0.69
4639,46,38,Corn,0.76,89.2,0.83
4640,46,39,Corn,0.62,81.5,0.32
4641,46,40,Rice,0.69,70.1,0.9
4642,46,41,Soy,0.78,63.5,0.54
4643,46,42,Soy,0.78,67.2,0.38
4644,46,43,Soy,0.73,81.1,0.5
4645,46,44,Barley,0.84,69.6,0.78
4646,46,45,Rice,0.58,88.5,0.64
4647,46,46,Corn,0.93,76.0,0.37
4648,46,47,Soy,0.87,75.7,0.53
4649,46,48,Soy,0.91,84.2,0.33
4650,46,49,Soy,0.52,83.9,0.34
4651,46,50,Wheat,0.89,80.6,0.43
4652,46,51,Barley,0.87,88.6,0.51
4653,46,52,Soy,0.51,77.4,0.72
4654,46,53,Wheat,0.73,87.0,0.31
4655,46,54,Rice,0.65,74.1,0.49
4656,46,55,Corn,0.63,82.9,0.51
4657,46,56,Soy,0.58,67.0,0.49
4658,46,57,Barley,0.63,85.5,0.39
4659,46,58,Soy,0.88,70.6,0.82
4660,46,59,Barley,0.95,81.8,0.49
4661,46,60,Wheat,0.68,69.7,0.81
4662,46,61,Barley,0.64,88.6,0.41
4663,46,62,Rice,0.65,65.7,0.73
4664,46,63,Barley,0.77,75.8,0.42
4665,46,64,Corn,0.52,71.8,0.51
4666,46,65,Wheat,0.79,76.0,0.71
4667,46,66,Barley,0.96,66.9,0.63
4668,46,67,Soy,0.75,75.1,0.46
4669,46,68,Rice,0.7,64.0,0.83
4670,46,69,Corn,0.52,66.9,0.58
4671,46,70,Barley,0.77,80.2,0.77
4672,46,71,Barley,0.57,74.1,0.82
4673,46,72,Corn,0.73,74.9,0.57
4674,46,73,Corn,0.65,88.0,0.5
4675,46,74,Barley,0.63,66.5,0.63
4676,46,75,Soy,0.98,76.6,0.35
4677,46,76,Soy,0.89,75.9,0.71
4678,46,77,Soy,0.56,73.4,0.75
4679,46,78,Barley,0.66,84.9,0.36
4680,46,79,Wheat,0.85,77.0,0.48
4681,46,80,Barley,0.91,84.6,0.76
4682,46,81,Wheat,0.76,85.8,0.49
4683,46,82,Soy,0.95,62.1,0.67
4684,46,83,Barley,0.68,88.1,0.66
4685,46,84,Soy,0.54,82.9,0.46
4686,46,85,Barley,0.97,74.5,0.76
4687,46,86,Soy,0.71,84.6,0.6
4688,46,87,Corn,0.51,66.9,0.37
4689,46,88,Barley,0.86,84.6,0.36
4690,46,89,Wheat,0.63,76.7,0.85
4691,46,90,Soy,0.55,73.3,0.53
4692,46,91,Rice,0.92,77.1,0.63
4693,46,92,Wheat,0.62,81.5,0.68
4694,46,93,Rice,0.77,68.3,0.73
4695,46,94,Soy,0.81,62.9,0.55
4696,46,95,Barley,0.97,87.2,0.59
4697,46,96,Barley,0.7,88.5,0.74
4698,46,97,Barley,0.75,78.7,0.69
4699,46,98,Rice,0.65,75.3,0.67
4700,46,99,Soy,0.73,61.6,0.53
4701,47,0,Corn,0.5,72.5,0.88
4702,47,1,Barley,0.93,70.2,0.41
4703,47,2,Soy,0.53,71.5,0.37
4704,47,3,Corn,0.62,81.6,0.47
4705,47,4,Corn,0.86,70.8,0.45
4706,47,5,Soy,0.82,83.7,0.88
4707,47,6,Barley,0.88,89.7,0.31
4708,47,7,Barley,0.75,76.4,0.83
4709,47,8,Wheat,0.96,68.3,0.54
4710,47,9,Soy,0.97,88.7,0.64
4711,47,10,Corn,0.88,82.0,0.72
4712,47,11,Rice,0.66,66.7,0.33
4713,47,12,Rice,0.52,89.8,0.61
4714,47,13,Barley,0.77,60.3,0.32
4715,47,14,Wheat,0.5,77.3,0.36
4716,47,15,Rice,0.9,80.5,0.68
4717,47,16,Barley,0.79,65.5,0.46
4718,47,17,Wheat,0.81,61.5,0.39
4719,47,18,Rice,0.53,60.2,0.33
4720,47,19,Corn,0.79,87.8,0.78
4721,47,20,Rice,0.59,77.5,0.68
4722,47,21,Rice,0.7,65.1,0.32
4723,47,22,Rice,0.66,78.5,0.68
4724,47,23,Rice,0.62,60.1,0.36
4725,47,24,Barley,0.72,71.2,0.5
4726,47,25,Soy,0.88,83.0,0.7
4727,47,26,Corn,0.62,63.0,0.47
4728,47,27,Soy,0.76,78.1,0.75
4729,47,28,Barley,0.68,69.5,0.61
4730,47,29,Rice,0.83,63.0,0.45
4731,47,30,Wheat,0.78,84.7,0.63
4732,47,31,Wheat,0.83,76.4,0.32
4733,47,32,Soy,0.99,83.7,0.56
4734,47,33,Wheat,0.75,89.1,0.5
4735,47,34,Soy,0.55,65.5,0.55
4736,47,35,Corn,0.52,64.1,0.67
4737,47,36,Wheat,0.53,89.4,0.55
4738,47,37,Rice,0.68,67.0,0.63
4739,47,38,Barley,0.86,72.8,0.37
4740,47,39,Corn,0.92,85.1,0.49
4741,47,40,Wheat,0.8,66.9,0.55
4742,47,41,Wheat,0.74,81.3,0.33
4743,47,42,Soy,0.92,83.6,0.87
4744,47,43,Corn,0.53,74.9,0.84
4745,47,44,Barley,0.66,74.6,0.5
4746,47,45,Barley,0.53,66.9,0.68
4747,47,46,Soy,0.97,78.8,0.58
4748,47,47,Soy,0.54,66.0,0.64
4749,47,48,Soy,0.98,67.9,0.37
4750,47,49,Wheat,0.87,77.9,0.63
4751,47,50,Corn,0.75,68.3,0.45
4752,47,51,Barley,0.66,73.9,0.67
4753,47,52,Rice,0.77,88.5,0.76
4754,47,53,Barley,0.82,77.8,0.84
4755,47,54,Corn,0.74,82.5,0.32
4756,47,55,Soy,0.96,81.1,0.61
4757,47,56,Wheat,0.57,88.6,0.54
4758,47,57,Barley,0.56,63.2,0.43
4759,47,58,Rice,0.89,65.5,0.46
4760,47,59,Wheat,0.78,80.6,0.79
4761,47,60,Barley,0.7,85.4,0.74
4762,47,61,Corn,0.91,82.4,0.84
4763,47,62,Barley,0.97,64.4,0.77
4764,47,63,Rice,0.76,80.4,0.33
4765,47,64,Wheat,0.78,78.8,0.37
4766,47,65,Barley,0.53,76.1,0.71
4767,47,66,Rice,0.75,76.9,0.7
4768,47,67,Barley,0.51,78.2,0.84
4769,47,68,Barley,0.7,65.4,0.62
4770,47,69,Soy,0.98,70.0,0.65
4771,47,70,Rice,0.88,78.4,0.61
4772,47,71,Barley,0.87,62.4,0.71
4773,47,72,Wheat,0.89,81.3,0.54
4774,47,73,Corn,0.92,82.4,0.67
4775,47,74,Soy,0.52,64.3,0.59
4776,47,75,Soy,0.94,68.5,0.87
4777,47,76,Soy,0.89,66.9,0.55
4778,47,77,Corn,0.84,66.3,0.38
4779,47,78,Rice,0.7,71.0,0.79
4780,47,79,Wheat,0.65,82.6,0.6
4781,47,80,Corn,0.6,72.2,0.4
4782,47,81,Wheat,0.67,76.0,0.86
4783,47,82,Wheat,0.94,63.7,0.37
4784,47,83,Soy,0.53,78.4,0.34
4785,47,84,Barley,0.86,90.0,0.46
4786,47,85,Wheat,0.54,81.9,0.69
4787,47,86,Wheat,0.56,74.5,0.37
4788,47,87,Wheat,0.6,74.1,0.88
4789,47,88,Wheat,0.84,87.7,0.62
4790,47,89,Soy,0.93,72.2,0.64
4791,47,90,Wheat,0.57,81.8,0.87
4792,47,91,Barley,0.62,78.3,0.58
4793,47,92,Rice,0.82,78.8,0.72
4794,47,93,Rice,0.73,62.5,0.32
4795,47,94,Wheat,0.82,80.0,0.32
4796,47,95,Soy,0.58,79.3,0.75
4797,47,96,Barley,0.73,82.3,0.86
4798,47,97,Barley,0.67,80.3,0.73
4799,47,98,Wheat,0.72,86.4,0.39
4800,47,99,Soy,0.65,89.9,0.8
4801,48,0,Rice,0.57,65.7,0.66
4802,48,1,Corn,0.83,86.7,0.34
4803,48,2,Wheat,0.83,68.8,0.53
4804,48,3,Wheat,0.63,67.9,0.76
4805,48,4,Wheat,0.79,66.7,0.42
4806,48,5,Soy,0.98,76.4,0.79
4807,48,6,Corn,0.77,75.8,0.64
4808,48,7,Soy,0.66,85.5,0.57
4809,48,8,Wheat,0.65,73.2,0.3
4810,48,9,Corn,0.92,83.5,0.46
4811,48,10,Barley,0.74,89.2,0.79
4812,48,11,Barley,0.63,65.8,0.36
4813,48,12,Corn,0.82,62.5,0.61
4814,48,13,Wheat,0.93,70.5,0.32
4815,48,14,Soy,0.86,88.7,0.46
4816,48,15,Wheat,0.54,83.5,0.4
4817,48,16,Corn,0.67,73.6,0.55
4818,48,17,Wheat,0.91,62.8,0.66
4819,48,18,Wheat,0.71,68.9,0.56
4820,48,19,Barley,1.0,86.6,0.79
4821,48,20,Rice,0.67,64.6,0.4
4822,48,21,Soy,0.95,79.6,0.67
4823,48,22,Wheat,0.73,78.4,0.82
4824,48,23,Barley,0.97,69.3,0.66
4825,48,24,Rice,0.71,77.7,0.57
4826,48,25,Barley,0.73,82.1,0.74
4827,48,26,Wheat,0.77,61.8,0.36
4828,48,27,Soy,0.52,83.9,0.88
4829,48,28,Rice,0.54,73.8,0.5
4830,48,29,Wheat,0.93,66.7,0.42
4831,48,30,Corn,0.63,76.2,0.88
4832,48,31,Wheat,0.81,61.8,0.3
4833,48,32,Barley,0.63,85.2,0.77
4834,48,33,Wheat,0.68,89.8,0.55
4835,48,34,Corn,0.8,80.3,0.79
4836,48,35,Corn,0.67,69.5,0.82
4837,48,36,Wheat,0.86,86.8,0.49
4838,48,37,Corn,0.76,69.4,0.83
4839,48,38,Barley,0.88,70.8,0.89
4840,48,39,Corn,0.61,87.7,0.87
4841,48,40,Corn,0.82,78.6,0.62
4842,48,41,Soy,0.66,71.4,0.42
4843,48,42,Barley,0.68,73.3,0.78
4844,48,43,Corn,0.59,80.4,0.86
4845,48,44,Wheat,0.56,79.6,0.88
4846,48,45,Corn,0.94,70.9,0.82
4847,48,46,Rice,0.97,63.6,0.43
4848,48,47,Rice,0.7,72.6,0.69
4849,48,48,Barley,0.88,80.1,0.85
4850,48,49,Rice,0.9,68.0,0.59
4851,48,50,Rice,0.57,86.5,0.79
4852,48,51,Corn,0.97,70.2,0.36
4853,48,52,Barley,0.9,66.1,0.76
4854,48,53,Soy,0.89,72.6,0.34
4855,48,54,Corn,0.96,67.1,0.63
4856,48,55,Soy,0.68,73.6,0.56
4857,48,56,Wheat,0.94,62.7,0.41
4858,48,57,Rice,1.0,73.1,0.56
4859,48,58,Corn,0.62,82.2,0.73
4860,48,59,Barley,0.56,68.5,0.76
4861,48,60,Rice,0.55,89.5,0.85
4862,48,61,Wheat,0.69,65.5,0.72
4863,48,62,Rice,0.9,70.3,0.9
4864,48,63,Rice,0.88,74.8,0.47
4865,48,64,Soy,0.6,85.3,0.39
4866,48,65,Wheat,0.77,73.0,0.36
4867,48,66,Barley,0.68,82.1,0.65
4868,48,67,Rice,0.92,60.5,0.51
4869,48,68,Rice,0.9,60.8,0.42
4870,48,69,Barley,0.91,61.1,0.43
4871,48,70,Barley,0.76,60.7,0.51
4872,48,71,Corn,0.9,66.1,0.71
4873,48,72,Corn,0.87,77.9,0.66
4874,48,73,Rice,0.76,83.7,0.78
4875,48,74,Corn,0.89,77.0,0.49
4876,48,75,Rice,0.69,62.4,0.73
4877,48,76,Barley,0.89,81.1,0.82
4878,48,77,Corn,0.81,76.6,0.8
4879,48,78,Wheat,0.93,69.5,0.7
4880,48,79,Wheat,0.95,65.3,0.81
4881,48,80,Barley,0.69,62.4,0.35
4882,48,81,Rice,0.64,74.8,0.59
4883,48,82,Wheat,0.64,85.2,0.47
4884,48,83,Corn,0.66,63.0,0.59
4885,48,84,Soy,0.53,63.2,0.38
4886,48,85,Rice,0.97,68.2,0.37
4887,48,86,Corn,0.56,71.4,0.37
4888,48,87,Rice,0.94,89.8,0.36
4889,48,88,Corn,0.74,76.2,0.59
4890,48,89,Barley,0.95,84.8,0.37
4891,48,90,Barley,0.97,66.8,0.8
4892,48,91,Barley,0.91,87.3,0.47
4893,48,92,Barley,0.7,82.3,0.87
4894,48,93,Corn,0.71,70.0,0.64
4895,48,94,Wheat,0.98,82.6,0.68
4896,48,95,Corn,0.67,86.6,0.67
4897,48,96,Corn,0.71,70.8,0.5
4898,48,97,Soy,0.65,84.9,0.82
4899,48,98,Soy,0.76,73.4,0.9
4900,48,99,Corn,0.81,82.4,0.4
4901,49,0,Barley,0.83,68.8,0.6
4902,49,1,Soy,0.58,80.7,0.6
4903,49,2,Soy,0.67,86.3,0.77
4904,49,3,Corn,1.0,74.4,0.56
4905,49,4,Rice,0.54,83.4,0.71
4906,49,5,Soy,0.69,76.7,0.52
4907,49,6,Barley,0.61,85.5,0.34
4908,49,7,Corn,0.64,67.1,0.58
4909,49,8,Rice,0.73,60.7,0.75
4910,49,9,Wheat,0.99,80.1,0.69
4911,49,10,Barley,0.91,83.3,0.62
4912,49,11,Barley,0.62,62.4,0.85
4913,49,12,Corn,0.57,79.8,0.59
4914,49,13,Wheat,0.8,66.3,0.52
4915,49,14,Barley,0.94,89.7,0.54
4916,49,15,Barley,0.6,83.5,0.73
4917,49,16,Corn,0.6,64.6,0.5
4918,49,17,Barley,0.84,74.3,0.68
4919,49,18,Rice,0.65,83.6,0.53
4920,49,19,Wheat,0.52,75.7,0.65
4921,49,20,Soy,0.65,89.4,0.44
4922,49,21,Soy,0.61,73.0,0.42
4923,49,22,Wheat,0.66,86.6,0.62
4924,49,23,Rice,0.91,62.8,0.46
4925,49,24,Corn,0.84,76.5,0.36
4926,49,25,Corn,0.64,89.9,0.46
4927,49,26,Soy,0.7,80.4,0.54
4928,49,27,Barley,0.61,64.6,0.49
4929,49,28,Wheat,0.78,79.8,0.66
4930,49,29,Rice,0.61,72.8,0.51
4931,49,30,Corn,0.96,81.1,0.41
4932,49,31,Wheat,0.63,70.5,0.85
4933,49,32,Barley,0.86,74.8,0.65
4934,49,33,Soy,0.7,66.5,0.44
4935,49,34,Barley,0.95,64.8,0.5
4936,49,35,Rice,0.66,69.0,0.64
4937,49,36,Soy,0.51,83.3,0.38
4938,49,37,Barley,0.55,83.8,0.53
4939,49,38,Rice,0.53,76.3,0.41
4940,49,39,Rice,0.66,65.6,0.52
4941,49,40,Rice,0.84,84.3,0.56
4942,49,41,Wheat,0.76,86.0,0.63
4943,49,42,Rice,0.62,63.1,0.31
4944,49,43,Corn,1.0,72.4,0.72
4945,49,44,Rice,0.53,76.5,0.85
4946,49,45,Barley,0.81,84.2,0.48
4947,49,46,Corn,0.9,79.0,0.36
4948,49,47,Soy,0.98,72.4,0.84
4949,49,48,Corn,0.68,73.9,0.56
4950,49,49,Barley,0.79,72.9,0.71
4951,49,50,Soy,0.63,63.8,0.67
4952,49,51,Barley,0.52,83.6,0.81
4953,49,52,Barley,0.76,61.9,0.59
4954,49,53,Wheat,0.8,80.6,0.72
4955,49,54,Wheat,0.64,64.6,0.33
4956,49,55,Barley,0.62,72.6,0.31
4957,49,56,Rice,0.64,63.6,0.77
4958,49,57,Wheat,0.76,77.7,0.76
4959,49,58,Barley,0.84,87.0,0.39
4960,49,59,Corn,0.86,78.3,0.67
4961,49,60,Barley,0.64,71.8,0.5
4962,49,61,Barley,0.93,88.1,0.42
4963,49,62,Soy,0.74,68.9,0.86
4964,49,63,Wheat,0.77,67.7,0.86
4965,49,64,Soy,0.61,81.5,0.71
4966,49,65,Rice,0.69,88.7,0.9
4967,49,66,Barley,0.53,83.4,0.41
4968,49,67,Wheat,0.79,71.6,0.8
4969,49,68,Wheat,0.87,68.3,0.64
4970,49,69,Wheat,0.77,73.9,0.41
4971,49,70,Barley,0.66,82.2,0.67
4972,49,71,Barley,0.92,68.4,0.9
4973,49,72,Corn,0.53,85.2,0.43
4974,49,73,Soy,0.62,79.1,0.58
4975,49,74,Soy,0.53,74.5,0.36
4976,49,75,Barley,0.7,62.7,0.46
4977,49,76,Rice,0.63,72.6,0.48
4978,49,77,Wheat,0.84,67.2,0.64
4979,49,78,Barley,0.54,75.3,0.34
4980,49,79,Barley,0.52,79.6,0.83
4981,49,80,Barley,0.78,69.5,0.88
4982,49,81,Wheat,0.87,84.4,0.71
4983,49,82,Wheat,0.73,86.0,0.7
4984,49,83,Barley,0.64,67.1,0.48
4985,49,84,Corn,0.75,60.8,0.84
4986,49,85,Soy,0.67,65.1,0.79
4987,49,86,Corn,0.65,73.6,0.37
4988,49,87,Corn,0.72,80.2,0.73
4989,49,88,Barley,0.81,77.9,0.38
4990,49,89,Wheat,0.79,77.5,0.44
4991,49,90,Soy,0.55,66.9,0.79
4992,49,91,Corn,0.61,64.8,0.59
4993,49,92,Rice,0.5,61.1,0.57
4994,49,93,Wheat,0.72,72.9,0.45
4995,49,94,Wheat,0.89,69.0,0.67
4996,49,95,Soy,0.71,76.4,0.38
4997,49,96,Soy,1.0,78.1,0.78
4998,49,97,Soy,0.88,68.6,0.62
4999,49,98,Barley,0.69,76.6,0.81
5000,49,99,Wheat,0.99,78.3,0.6
5001,50,0,Barley,0.82,86.4,0.48
5002,50,1,Barley,0.96,64.4,0.31
5003,50,2,Barley,0.54,71.5,0.55
5004,50,3,Wheat,0.78,69.5,0.87
5005,50,4,Rice,0.95,67.6,0.8
5006,50,5,Corn,0.83,72.8,0.9
5007,50,6,Wheat,0.99,88.3,0.39
5008,50,7,Wheat,1.0,85.3,0.68
5009,50,8,Soy,0.9,75.7,0.38
5010,50,9,Corn,0.64,72.0,0.84
5011,50,10,Soy,0.93,73.0,0.51
5012,50,11,Rice,0.85,67.6,0.84
5013,50,12,Barley,0.55,79.7,0.42
5014,50,13,Soy,0.69,67.9,0.4
5015,50,14,Rice,0.94,63.3,0.41
5016,50,15,Corn,0.85,69.6,0.77
5017,50,16,Barley,0.71,74.6,0.82
5018,50,17,Rice,0.81,81.9,0.32
5019,50,18,Soy,0.97,74.6,0.39
5020,50,19,Rice,0.8,61.0,0.3
5021,50,20,Rice,0.61,81.1,0.34
5022,50,21,Barley,0.83,83.2,0.35
5023,50,22,Wheat,0.63,63.1,0.48
5024,50,23,Rice,0.81,81.6,0.43
5025,50,24,Barley,0.82,79.7,0.7
5026,50,25,Barley,0.68,71.7,0.9
5027,50,26,Corn,0.87,83.9,0.7
5028,50,27,Corn,0.65,81.3,0.3
5029,50,28,Wheat,0.51,77.1,0.38
5030,50,29,Soy,0.68,82.9,0.37
5031,50,30,Rice,0.93,73.1,0.55
5032,50,31,Rice,0.79,78.3,0.47
5033,50,32,Barley,0.92,61.2,0.88
5034,50,33,Barley,0.56,73.5,0.4
5035,50,34,Barley,0.6,78.2,0.7
5036,50,35,Corn,0.58,60.1,0.4
5037,50,36,Barley,0.89,71.9,0.63
5038,50,37,Wheat,0.81,76.0,0.31
5039,50,38,Barley,0.67,71.1,0.33
5040,50,39,Soy,0.89,70.9,0.32
5041,50,40,Barley,0.72,85.8,0.39
5042,50,41,Rice,0.81,88.9,0.3
5043,50,42,Rice,0.93,62.9,0.6
5044,50,43,Barley,0.71,87.3,0.53
5045,50,44,Rice,0.88,71.4,0.34
5046,50,45,Barley,0.78,67.1,0.35
5047,50,46,Barley,0.95,64.5,0.76
5048,50,47,Corn,0.73,82.4,0.31
5049,50,48,Corn,0.65,81.7,0.85
5050,50,49,Rice,0.63,62.8,0.52
5051,50,50,Rice,0.6,88.8,0.39
5052,50,51,Wheat,0.68,62.2,0.82
5053,50,52,Wheat,0.72,74.9,0.51
5054,50,53,Barley,0.57,79.4,0.64
5055,50,54,Wheat,0.87,86.6,0.6
5056,50,55,Soy,0.97,68.1,0.66
5057,50,56,Corn,0.71,68.0,0.41
5058,50,57,Rice,0.96,83.4,0.54
5059,50,58,Wheat,0.71,72.3,0.48
5060,50,59,Soy,0.61,66.2,0.77
5061,50,60,Wheat,0.93,60.6,0.77
5062,50,61,Rice,0.95,82.4,0.9
